config_id,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc
534,8,32,4,64kB,4,512kB,0.481762
535,8,32,4,64kB,4,1MB,0.538978
536,8,32,4,64kB,4,2MB,0.609086
537,8,32,4,64kB,8,512kB,0.481516
538,8,32,4,64kB,8,1MB,0.538802
539,8,32,4,64kB,8,2MB,0.609084
540,8,32,8,16kB,2,512kB,0.479989
541,8,32,8,16kB,2,1MB,0.536594
542,8,32,8,16kB,2,2MB,0.608772
543,8,32,8,16kB,4,512kB,0.479758
544,8,32,8,16kB,4,1MB,0.536666
545,8,32,8,16kB,4,2MB,0.60902
546,8,32,8,16kB,8,512kB,0.479195
547,8,32,8,16kB,8,1MB,0.536718
548,8,32,8,16kB,8,2MB,0.60902
549,8,32,8,32kB,2,512kB,0.480461
550,8,32,8,32kB,2,1MB,0.537692
551,8,32,8,32kB,2,2MB,0.609037
552,8,32,8,32kB,4,512kB,0.480479
553,8,32,8,32kB,4,1MB,0.537692
554,8,32,8,32kB,4,2MB,0.609032
555,8,32,8,32kB,8,512kB,0.480523
556,8,32,8,32kB,8,1MB,0.537649
557,8,32,8,32kB,8,2MB,0.609032
558,8,32,8,64kB,2,512kB,0.481885
559,8,32,8,64kB,2,1MB,0.539153
560,8,32,8,64kB,2,2MB,0.609093
561,8,32,8,64kB,4,512kB,0.481762
562,8,32,8,64kB,4,1MB,0.538978
563,8,32,8,64kB,4,2MB,0.609086
564,8,32,8,64kB,8,512kB,0.481516
565,8,32,8,64kB,8,1MB,0.538802
566,8,32,8,64kB,8,2MB,0.609084
567,8,64,2,16kB,2,512kB,0.482029
568,8,64,2,16kB,2,1MB,0.540337
569,8,64,2,16kB,2,2MB,0.613619
570,8,64,2,16kB,4,512kB,0.482482
571,8,64,2,16kB,4,1MB,0.540473
572,8,64,2,16kB,4,2MB,0.613749
573,8,64,2,16kB,8,512kB,0.482396
574,8,64,2,16kB,8,1MB,0.540529
575,8,64,2,16kB,8,2MB,0.613749
576,8,64,2,32kB,2,512kB,0.482948
577,8,64,2,32kB,2,1MB,0.541344
578,8,64,2,32kB,2,2MB,0.613759
579,8,64,2,32kB,4,512kB,0.482948
580,8,64,2,32kB,4,1MB,0.541282
581,8,64,2,32kB,4,2MB,0.613759
582,8,64,2,32kB,8,512kB,0.482858
583,8,64,2,32kB,8,1MB,0.541188
584,8,64,2,32kB,8,2MB,0.613759
585,8,64,2,64kB,2,512kB,0.485095
586,8,64,2,64kB,2,1MB,0.542757
587,8,64,2,64kB,2,2MB,0.613821
588,8,64,2,64kB,4,512kB,0.485138
589,8,64,2,64kB,4,1MB,0.542757
590,8,64,2,64kB,4,2MB,0.613938
591,8,64,2,64kB,8,512kB,0.484883
592,8,64,2,64kB,8,1MB,0.542811
593,8,64,2,64kB,8,2MB,0.613938
594,8,64,4,16kB,2,512kB,0.482494
595,8,64,4,16kB,2,1MB,0.540586
